round,total disipated energy for hetergeneous nodes,residual energy ,number of nodes alive,Total Energy consumed at each round,TotalEnergyconsumed till this round,throughput
1,0.4879792799999973,999.51202072,2000,8.880575279999881,8.880575279999881,16000
2,0.48843343999999683,999.02358728,2000,8.930513440000002,17.811088719999884,32000
3,0.4462414399999975,998.57734584,2000,9.077237439999955,26.88832615999984,48000
4,0.4519591199999971,998.12538672,2000,9.063827119999942,35.95215327999978,68000
5,0.43305631999999755,997.6923304000001,2000,9.158440319999922,45.1105935999997,84000
6,0.4269156799999977,997.2654147200001,2000,9.224107679999987,54.33470127999969,100000
7,0.4211989599999978,996.8442157600001,2000,9.247106959999925,63.58180823999962,116000
8,0.42559463999999775,996.4186211200001,2000,9.205222639999945,72.78703087999956,132000
9,0.40758399999999806,996.0110371200001,2000,9.317087999999922,82.10411887999949,148000
10,0.4115376799999979,995.59949944,2000,9.282817679999956,91.38693655999944,164000
11,0.4132974399999979,995.1862020000001,2000,9.298281439999943,100.68521799999938,180000
12,0.40889895999999804,994.7773030400001,2000,9.305778959999953,109.99099695999934,196000
13,0.41022207999999794,994.3670809600001,2000,9.305262079999956,119.29625903999928,212000
14,0.40714503999999796,993.95993592,2000,9.317705039999927,128.61396407999922,228000
15,0.40538695999999796,993.55454896,2000,9.330522959999943,137.94448703999916,244000
16,0.406706639999998,993.14784232,2000,9.322962639999924,147.2674496799991,260000
17,0.40714511999999803,992.7406972,2000,9.318541119999914,156.585990799999,276000
18,0.40538695999999796,992.33531024,2000,9.330722959999909,165.9167137599989,292000
19,0.409783279999998,991.9255269600001,2000,9.313591279999907,175.23030503999883,308000
20,0.40582679999999804,991.5197001600001,2000,9.326606799999917,184.55691183999875,324000
21,0.40670639999999797,991.1129937600001,2000,9.322294399999898,193.87920623999864,340000
22,0.405826319999998,990.7071674400001,2000,9.32494231999992,203.20414855999854,356000
23,0.40538695999999796,990.3017804800002,2000,9.33066295999991,212.53481151999844,372000
24,0.40538695999999796,989.8963935200002,2000,9.33066295999991,221.86547447999834,388000
25,0.40538695999999796,989.4910065600002,2000,9.33066295999991,231.19613743999824,404000
26,0.40538695999999796,989.0856196000002,2000,9.33066295999991,240.52680039999814,420000
27,0.40538695999999796,988.6802326400002,2000,9.33066295999991,249.85746335999804,436000
28,0.40538695999999796,988.2748456800002,2000,9.33056295999991,259.18802631999796,452000
29,0.40538695999999796,987.8694587200002,2000,9.33056295999991,268.51858927999785,468000
30,0.40538695999999796,987.4640717600003,2000,9.33056295999991,277.84915223999775,484000
31,0.40538695999999796,987.0586848000003,2000,9.33056295999991,287.17971519999764,500000
32,0.40538695999999796,986.6532978400003,2000,9.33056295999991,296.51027815999754,516000
33,0.40538695999999796,986.2479108800003,2000,9.330702959999906,305.8409811199974,532000
34,0.40538695999999796,985.8425239200003,2000,9.330702959999906,315.1716840799973,548000
35,0.40538695999999796,985.4371369600003,2000,9.330622959999905,324.5023070399972,564000
36,0.40538695999999796,985.0317500000003,2000,9.330562959999906,333.8328699999971,580000
37,0.40538695999999796,984.6263630400003,2000,9.330562959999906,343.163432959997,596000
38,0.40538695999999796,984.2209760800004,2000,9.330562959999906,352.4939959199969,612000
39,0.40538695999999796,983.8155891200004,2000,9.330462959999902,361.8244588799968,628000
40,0.40538695999999796,983.4102021600004,2000,9.330462959999902,371.15492183999675,644000
41,0.40538695999999796,983.0048152000004,2000,9.330462959999902,380.48538479999667,660000
42,0.40538695999999796,982.5994282400004,2000,9.330462959999902,389.8158477599966,676000
43,0.40538695999999796,982.1940412800004,2000,9.330462959999902,399.1463107199965,692000
44,0.40538695999999796,981.7886543200004,2000,9.330462959999902,408.4767736799964,708000
45,0.40538695999999796,981.3832673600004,2000,9.330462959999902,417.80723663999635,724000
46,0.40538695999999796,980.9778804000005,2000,9.330302959999909,427.1375395999963,740000
47,0.40538695999999796,980.5724934400005,2000,9.330302959999909,436.4678425599962,756000
48,0.40538695999999796,980.1671064800005,2000,9.330302959999909,445.7981455199961,772000
49,0.40538695999999796,979.7617195200005,2000,9.330302959999909,455.12844847999605,788000
50,0.40538695999999796,979.3563325600005,2000,9.330302959999909,464.458751439996,804000
51,0.40538695999999796,978.9509456000005,2000,9.330302959999909,473.7890543999959,820000
52,0.40538695999999796,978.5455586400005,2000,9.330302959999909,483.11935735999583,836000
53,0.40538695999999796,978.1401716800005,2000,9.330302959999909,492.44966031999576,852000
54,0.40538695999999796,977.7347847200006,2000,9.330302959999909,501.7799632799957,868000
55,0.40538695999999796,977.3293977600006,2000,9.330302959999909,511.1102662399956,884000
56,0.40538695999999796,976.9240108000006,2000,9.330302959999909,520.4405691999955,900000
57,0.40538695999999796,976.5186238400006,2000,9.330302959999909,529.7708721599954,916000
58,0.40538695999999796,976.1132368800006,2000,9.330302959999909,539.1011751199953,932000
59,0.40538695999999796,975.7078499200006,2000,9.330302959999909,548.4314780799953,948000
60,0.40538695999999796,975.3024629600006,2000,9.330302959999909,557.7617810399952,964000
61,0.40538695999999796,974.8970760000007,2000,9.330302959999909,567.0920839999951,980000
