round,total disipated energy for hetergeneous nodes,residual energy ,number of nodes alive,Total Energy consumed at each round,TotalEnergyconsumed till this round,throughput
1,0.4939587999999997,2399.5060412,2000,8.946842799999951,8.946842799999951,12000
2,0.49850511999999897,2399.0075360799997,2000,9.002005119999954,17.948847919999906,24000
3,0.5022581999999985,2398.5052778799995,2000,8.995542199999987,26.944390119999895,36000
4,0.5053625599999996,2397.9999153199997,2000,8.97893855999993,35.92332867999983,48000
5,0.5116480799999991,2397.4882672399995,2000,8.970672079999972,44.8940007599998,60000
6,0.4996855599999991,2396.9885816799992,2000,8.924341559999938,53.818342319999736,72000
7,0.508250159999999,2396.4803315199993,2000,8.957746159999926,62.776088479999665,84000
8,0.5027362799999991,2395.977595239999,2000,8.942416279999978,71.71850475999965,96000
9,0.5024477999999987,2395.475147439999,2000,8.9963118,80.71481655999965,108000
10,0.5017557199999988,2394.973391719999,2000,8.986939719999931,89.70175627999959,120000
11,0.4958810799999994,2394.4775106399993,2000,8.993201079999924,98.6949573599995,132000
12,0.48936351999999916,2393.988147119999,2000,9.030595519999974,107.72555287999948,144000
13,0.5006373999999985,2393.4875097199993,2000,9.025261399999916,116.7508142799994,156000
14,0.49420863999999887,2392.993301079999,2000,8.98256063999998,125.73337491999938,168000
15,0.5043874799999997,2392.4889135999993,2000,8.955839479999975,134.68921439999934,180000
16,0.49816748,2391.990746119999,2000,8.957843479999923,143.64705787999927,192000
17,0.5009724399999992,2391.489773679999,2000,8.97138443999991,152.6184423199992,204000
18,0.4937504399999994,2390.996023239999,2000,9.019630439999988,161.63807275999918,216000
19,0.50912488,2390.486898359999,2000,8.904148879999944,170.54222163999913,228000
20,0.5092676000000006,2389.977630759999,2000,8.94529959999995,179.48752123999907,240000
21,0.500527319999999,2389.477103439999,2000,9.008987319999987,188.49650855999906,252000
22,0.5154260799999998,2388.961677359999,2000,8.95134207999992,197.447850639999,264000
23,0.506591480000001,2388.455085879999,2000,8.942131479999906,206.3899821199989,276000
24,0.490445639999999,2387.964640239999,2000,9.000581639999961,215.39056375999886,288000
25,0.5004622799999999,2387.464177959999,2000,9.012682279999915,224.40324603999878,300000
26,0.4977286799999993,2386.966449279999,2000,8.974296679999942,233.37754271999873,312000
27,0.5114410399999999,2386.4550082399987,2000,8.953473039999931,242.33101575999865,324000
28,0.5037543599999995,2385.9512538799986,2000,9.009222359999933,251.3402381199986,336000
29,0.5095311199999992,2385.441722759999,2000,8.977003119999926,260.3172412399985,348000
30,0.4980232399999993,2384.943699519999,2000,9.009511239999947,269.32675247999845,360000
31,0.49642979999999914,2384.447269719999,2000,9.045437799999911,278.37219027999834,372000
32,0.5193936399999991,2383.927876079999,2000,8.91116563999997,287.2833559199983,384000
33,0.4872767199999991,2383.440599359999,2000,9.062248719999939,296.34560463999827,396000
34,0.5126614400000005,2382.927937919999,2000,8.90778143999996,305.2533860799982,408000
35,0.49452067999999866,2382.433417239999,2000,9.029784679999993,314.2831707599982,420000
36,0.5064018399999999,2381.927015399999,2000,8.984153839999927,323.2673245999981,432000
37,0.5001450799999995,2381.426870319999,2000,8.983385079999959,332.25070967999807,444000
38,0.4934231199999995,2380.933447199999,2000,9.03160711999997,341.28231679999806,456000
39,0.4891931199999997,2380.444254079999,2000,9.049249120000011,350.33156591999807,468000
40,0.4956234799999992,2379.948630599999,2000,9.03285547999995,359.36442139999804,480000
41,0.4874908000000001,2379.461139799999,2000,9.021926799999894,368.38634819999794,492000
42,0.4935444800000003,2378.967595319999,2000,9.025548479999898,377.4118966799978,504000
43,0.4946798399999994,2378.472915479999,2000,9.023147839999952,386.4350445199978,516000
44,0.4882115199999992,2377.984703959999,2000,9.033171519999858,395.4682160399977,528000
45,0.4933880399999999,2377.491315919999,2000,9.06364803999989,404.5318640799976,540000
46,0.49343420000000066,2376.997881719999,2000,9.032938199999915,413.56480227999754,552000
47,0.4883932000000003,2376.509488519999,2000,9.052833199999947,422.6176354799975,564000
48,0.5071596399999987,2376.0023288799994,2000,8.967363639999938,431.5849991199974,576000
49,0.5000682399999987,2375.5022606399993,2000,8.993756239999952,440.57875535999733,588000
50,0.5153167199999996,2374.9869439199992,2000,8.97383671999993,449.5525920799973,600000
51,0.49577439999999984,2374.4911695199994,2000,9.024042399999963,458.57663447999727,612000
52,0.5125869599999993,2373.9785825599993,2000,8.931746959999954,467.5083814399972,624000
53,0.4986935999999998,2373.4798889599992,2000,9.007373599999953,476.51575503999715,636000
54,0.5032563999999994,2372.9766325599994,2000,8.996604399999942,485.5123594399971,648000
55,0.506939399999999,2372.469693159999,2000,8.970015399999944,494.4823748399971,660000
56,0.4897580399999994,2371.979935119999,2000,9.03072203999995,503.513096879997,672000
57,0.49368560000000045,2371.486249519999,2000,9.018397599999915,512.5314944799969,684000
58,0.49971975999999907,2370.986529759999,2000,9.031783759999934,521.5632782399969,696000
59,0.5052937599999997,2370.481235999999,2000,9.002137759999913,530.5654159999967,708000
60,0.5137456799999998,2369.9674903199993,2000,8.964805679999959,539.5302216799967,720000
61,0.5060253600000006,2369.4614649599994,2000,8.975741359999917,548.5059630399966,732000
62,0.5144124399999993,2368.9470525199995,2000,8.90918843999989,557.4151514799964,744000
63,0.49350387999999873,2368.4535486399996,2000,9.03233187999994,566.4474833599963,756000
64,0.49530283999999897,2367.9582457999995,2000,9.00287483999996,575.4503581999963,768000
65,0.507902079999999,2367.4503437199996,2000,8.98856207999993,584.4389202799963,780000
66,0.48945003999999886,2366.9608936799996,2000,9.04939803999993,593.4883183199962,792000
